SpecCode,tl,guild,len,ord,ecoregion,stream,fresh,invasive,npp,discharge,herbivory,feeding_type,add_rems,Wmax
315,0.5774918,secCons,1.740362689,Gadiformes,Palearctic,Sonly,FandM,notinvasive,1.338051719,8559.625,mainly animals (troph. 2.8 and up),variable,"Occurs in shallow coastal waters (Ref. 1371).  Enters rivers and may go considerable distances upstream, but usually remaining within regions of tidal influence (Ref. 1371, 27547).  Adults exhibit seasonal movements:  inshore during winter for purposes of spawning and offshore during summer for feeding (Ref. 1371).  Juveniles and adults are opportunistic epibenthic feeders; juveniles feed on fish and small benthic crustaceans (Ref. 1371).",1066.666667
316,0.580924976,secCons,1.580924976,Gadiformes,Nearctic,Both,FandM,notinvasive,1928.745881,24590.51148,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Found in coastal, brackish and fresh water, landlocked in several lakes.  Feeds mostly on small crustaceans, (especially shrimps and amphipods); also worms, small mollusks, squids and fishes (smelt, sticklebacks, striped bass, alewives, shed, herring and sculpins (Ref. 5951))  (Ref. 1371).",NA
338,0.463892989,secCons,1.785329835,Mugiliformes,Neotropic,Sonly,FandM,notinvasive,1258.383517,7556.301179,plants/detritus+animals (troph. 2.2-2.79),grazing on aquatic plants,,NA
340,0.613841822,Toppred,2.301029996,Perciformes,Australasia,Sonly,FandM,notinvasive,139.4618219,22237.33718,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Occur inshore (Ref. 75154).  There is little information on the life cycle movements of threadfin salmon.  Tagging programs (Ref. 28741) have shown that adult blue threadfin move long distances along the coastline for at least 150 km.  Blue salmon form large schools in feeding and spawning habitats in coastal shallows (Williams 1997).  Feed on prawns and fish (largely members of Mugilidae, Engraulidae, and Sciaenidae) with occasional polychaetes.  Frequency of crustaceans to fish in the diet varies seasonally.  Larvae (7-30 mm TL) feed mainly on copepods and mysids but also take shrimps and prawn larvae (Ref. 57343).  Juveniles (31-60 TL) feed on prawns shrimps and mysids (Ref. 57343).",145000
343,0.526339277,secCons,2,Perciformes,IndoMalay,Both,FandM,Invasive,102.2717246,10298.10749,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits ponds, streams and rivers, preferring stagnant and muddy water of plains (Ref. 41236).  Found mainly in swamps, but also occurs in the lowland rivers.  More common in relatively deep (1-2 m), still water.  Very common in freshwater plains (Ref. 4515).  Occurs in medium to large rivers, brooks, flooded fields and stagnant waters including sluggish flowing canals (Ref. 12975).  Survives dry season by burrowing in bottom mud of lakes, canals and swamps as long as skin and air-breathing apparatus remain moist (Ref. 2686) and subsists on the stored fat (Ref. 1479).  Feeds on fish,  frogs, snakes, insects, earthworms, tadpoles (Ref. 1479) and crustaceans (Ref. 2847). Also feeds on smaller herbivorous fishes, enters the flooded forest in high water (Ref. 13497).  Undertakes lateral migration from the Mekong mainstream, or other permanent water bodies, to flooded areas during the flood season and returns to the permanent water bodies at the onset of the dry season (Ref. 37770).  During winter and dry season, its flesh around coelomic cavity is heavily infested by a larval trematode <i>Isoparorchis hypselobargi</i>.  Other parasites infecting this fish include <i>Pallisentis ophicephali</i> in the intestine and <i>Neocamallanus ophicepahli</i> in the pyloric caecae (Ref. 1479).",3875
344,0.58546073,secCons,2.113943352,Perciformes,IndoMalay,Both,Fonly,notinvasive,204.6445602,13949.62672,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,17666.66667
345,0.610660163,Toppred,2.146128036,Perciformes,Neotropic,Unknown,FandM,notinvasive,321.3273996,14784.17605,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits coastal waters, estuaries and lagoons, penetrating into freshwater; usually at depths less than 20 m (Ref. 3713).  Feeds on fishes (Gobiidae, Gerreidae, Engraulidae) and crustaceans (shrimps and crabs) (Ref. 35237).  Congregates at mouths of passes and rivers during the spawning season, May through September (Ref. 3713).  Seasonal movements into freshwater occur but poorly understood (Ref. 3713).",NA
346,0.583198765,secCons,2.301029996,Perciformes,Australasia,Both,FandM,notinvasive,124.0325874,10978.19201,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits coral reefs (Ref. 58534).  Under hatchery conditions, larvae grow to juveniles in 26 days (Ref. 28133). The postlarvae (and possibly larvae) move from spawning areas to brackish water seasonal habitat (Ref. 28131). Larval barramundi occupy these habitats as well as main channels of streams (Ref. 6390).  Juveniles live in freshwater lagoons, swamps and creeks (Ref. 28131).  As these temporary habitats dry up, the juveniles move into the main stream and many migrate upstream to permanent freshwater habitats (Ref. 6390). Feed on fishes and crustaceans.  They reach 1500-3000 g in one year in ponds under optimum conditions (Ref. 11046, 44894).  Juveniles also eat insects (Ref. 44894).",47496.66667
347,0.596597096,secCons,2.301029996,Perciformes,Afrotropic,Both,Fonly,Invasive,13544.61872,15282.15095,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Prefers sandy bottoms but also found in rocky to muddy bottoms. Zones with vegetation in calm waters provide shelter to larvae and young (Ref. 1456). Sexual dimorphism: females larger than males (Ref. 5160). Diet directly related with its length (Ref. 4726): pelagic larvae are zooplanktivores (Ref. 1456), juveniles feed on planktonic crustaceans and insect larvae found among vegetation (Ref. 11250), adults feed mainly on smaller fish species (<i>Alestes, Micralestes, Tilapia oreochromis, Haplochromis</i> and shrimps (Ref. 11249). Variability of prey species is directly related to the flooding season.",114635
353,0.650307523,Toppred,2.301029996,Perciformes,Nearctic,Both,FandM,notinvasive,1006.386835,31277.93922,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits coastal waters and are commonly found in bays but may enter rivers in the spring to spawn (Ref. 2850).  Coastal schooling species and anadromous (Ref. 5951); some populations are landlocked (Ref. 7251).  Larvae feed on zooplankton; juveniles take in small shrimps and other crustaceans, annelid worms, and insects; adults feed on a wide variety of fishes and invertebrates, mainly crustaceans (Ref. 1998).  Feeding ceases shortly before spawning (Ref. 1998).  Juveniles are preyed upon by Atlantic tomcod, Atlantic cod, silver hake and larger striped bass.",36375
355,0.496929648,secCons,1.763427994,Perciformes,Nearctic,Both,FandM,notinvasive,702.8727691,19748.94584,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Occurs in fresh, brackish and coastal waters (Ref. 7251).  Primarily found in brackish water but common in pools and other quiet water areas of medium to large rivers, usually over mud.   Anadromous species.  In freshwater they feed on aquatic insects (caddisflies, mayflies, dragonflies and midge larvae), fish eggs and small fishes (smelt, yellow perch, elvers and the young of their own species); crustaceans, small fishes and fish eggs consumed in the salt water.",NA
358,0.563481085,secCons,1.77815125,Perciformes,Palearctic,Both,FandM,Invasive,2941.379219,88115.41971,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,4000
359,0.526339277,secCons,1.698970004,Perciformes,Nearctic,Both,FandM,notinvasive,1397.182215,28653.08499,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits lakes, ponds, pools of creeks, and rivers.  Also found in brackish water and in salt lakes.  Most commonly found in clear water near vegetation; tends to shoal near the shore during spring (Ref. 9988).  Feeds on immature insects, larger invertebrates, fishes and fish eggs during the day.  Preyed upon by fishes and birds (Ref. 1998).",NA
360,0.606381365,Toppred,2,Perciformes,Palearctic,Both,FandM,Invasive,5958.322954,70074.4468,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Ontogenetic changes in its food composition are quite pronounced. Larvae measuring 6-8 mm consume small invertebrates. The consumption of fish is observed at an average length of 29 mm. Characteristically cannibalistic, particularly under conditions of an inadequate availability of other prey or under conditions of a large supply of their own young (Ref. 41405).",19000
376,0.525044807,secCons,2,Siluriformes,Afrotropic,Both,Fonly,notinvasive,10278.40889,9695.367946,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Feeds on detritus, fish, benthic organisms and plants (Ref. 6186).",NA
399,0.556302501,secCons,1.84509804,Perciformes,Australasia,Both,FandM,notinvasive,65.32476813,5626.160459,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Occurs in inshore waters of the continental shelf (Ref. 75154).  Found in coastal waters (Ref. 30573, 48635).  Enters freshwaters (4867).",NA
402,0.514547753,secCons,1.643452676,Perciformes,IndoMalay,Sonly,FandM,notinvasive,190.8753022,77746.69156,plants/detritus+animals (troph. 2.2-2.79),variable,"Found in shallow, open muddy bays and estuaries. Feeds on fish, crustaceans and algae.",NA
419,0.582063363,secCons,2.301029996,Perciformes,Afrotropic,Unknown,FandM,notinvasive,177.5088731,2294.610092,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Found in lower reaches of rivers, estuaries, rocky reefs, ocean beaches and on the continental shelf down to 150 m (Ref. 9772). Caught near the bottom and in mid-water.  Feed mainly at night or in turbid waters (Ref. 27121), preying on cuttlefish (Ref. 27121), fishes, crabs, prawns, and worms (Ref. 9772).",NA
433,0.608526034,Toppred,1.672097858,Perciformes,Afrotropic,Unknown,FandM,notinvasive,5102.592663,24823.55677,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Feeds on fish and shrimps (Ref. 28587).,NA
454,0.521138084,secCons,1.698970004,Perciformes,Afrotropic,Unknown,FandM,notinvasive,768.8959067,15873.45024,mainly animals (troph. 2.8 and up),variable,Occurs in various inshore habitats (Ref. 9800). Feeds on benthic invertebrates and fish (Ref. 11889). Also Ref. 43081.,NA
457,0.653212514,Toppred,1.86923172,Perciformes,Neotropic,Unknown,FandM,Invasive,66.45090293,222890.0834,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,5710
495,0.440909082,Omni,1.397940009,Perciformes,IndoMalay,Both,FandM,notinvasive,73.73412354,15876.24005,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),"Found mostly in canals, lakes, ponds, swamps and estuaries (Ref. 41236). Occurs in medium to large rivers, brooks, flooded fields and stagnant water bodies including sluggish flowing canals (Ref. 12975).  Recorde from rice fields (Ref. 50862). Often found in areas with dense vegetation (Ref. 12693).  Can tolerate extremely unfavorable water conditions and is associated mainly with turbid, stagnant waters (Ref. 6028).  Remains buried under the mud during dry season (Ref. 1479).  Feeds on macrophytic vegetation, shrimps and fish fry (Ref. 6028).  Reported to undertake lateral migration from the Mekong mainstream, or other permanent water bodies, to flooded areas during the flood season and return to the permanent water bodies at the onset of the dry season (Ref. 37770).  During the dry season,  it stays in pools associated with submerged woods and shrubs (Ref. 37770).  Possesses an accessory air-breathing organ (Ref. 2847).  Able to survive for several days or weeks out of water  if the air breathing organs can be kept moist (Ref. 1479); uses its highly mobile suboperculum and strong fins spines to pull itself over land to move between bodies of water (Ref. 76895).",13.2
498,0.440909082,Omni,1.84509804,Perciformes,IndoMalay,Both,FandM,notinvasive,189.2302698,14171.93146,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,,7283.333333
499,0.383815366,Omni,1.397940009,Perciformes,IndoMalay,Both,Fonly,Invasive,73.26613797,21830.11034,plants/detritus+animals (troph. 2.2-2.79),variable,"Found in shallow sluggish or standing-water habitats with a lot of aquatic vegetation.  Occurs in flooded forests of the lower Mekong and gradually moves back to rivers and Great Lake as floodwaters recede (Ref. 12693).  Feeds mainly on planktonic invertebrates (Ref. 13497). Generally feeds on aquatic plants.  Can breathe air directly, as well as absorb oxygen from water through its gills (Ref. 9987).",NA
500,0.450249098,secCons,1.477121255,Perciformes,IndoMalay,Both,Fonly,notinvasive,221.7050312,14896.96017,plants/detritus+animals (troph. 2.2-2.79),,,NA
